id,title,body,category,priority
735,Nota di credito #CNT-0033 non ricevuta,"Chiedo aggiornamenti sulla nota di credito relativa a #2024-1093. Nessuna premura ma vorrei tenere allineata la documentazione contabile. È un dettaglio minore, da gestire quando avete un momento libero. Ringrazio per la collaborazione.",Amministrazione,bassa
736,Blocco emissione documenti dal gestionale SAP,Da un paio di giorni il sistema di ticketing impiega tempi molto lunghi per generare i documenti. Riesco a completare il lavoro ma con rallentamenti evidenti. L'errore 'Errore 500 - Internal Server Error' compare saltuariamente. I colleghi del risorse umane confermano lo stesso comportamento. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Grazie in anticipo per il riscontro.,Tecnico,media
737,Problemi di rete che impediscono il lavoro,La connessione di rete è instabile da ieri: funziona a intermittenza e la velocità è molto ridotta. Riesco a lavorare ma con continue interruzioni durante le videochiamate e il caricamento di file. Il problema sta impattando la generazione dei documenti contabili. Grazie per l'attenzione.,Tecnico,media
738,Errore nel report,Il report del portale HR ha dati errati. La situazione non è grave ma conviene non rimandare troppo.,Commerciale,bassa
739,"Contratto #2024-0654 in scadenza, rinnovo necessario","Segnalo che il contratto #FT-3392 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. La questione è legata a obblighi normativi in scadenza. Cordiali saluti.",Amministrazione,bassa
740,Attesa nota di credito per #2025-0112,"Secondo gli accordi, la nota di credito per #ORD-2287 doveva arrivare entro il 12 dicembre. Non è ancora pervenuta. Non è critico nell'immediato ma la contabilità la richiede per la riconciliazione. Ho verificato anche con il reparto logistica e confermano l'anomalia. Rallenta il lavoro in modo significativo, anche se riesco a procedere. In attesa di un vostro riscontro.",Amministrazione,media
741,Il software gestionale mostra prezzi errati ai clienti,"Segnalo che un paio di prodotti nel sistema di ticketing mostrano un prezzo leggermente diverso dal listino corrente. La differenza è minima e potrebbe essere un ritardo di aggiornamento. Bassa priorità, non crea problemi operativi. In attesa di un vostro riscontro.",Tecnico,bassa
742,Nota spese da liquidare,"Allego la nota spese relativa alla trasferta del 3 novembre per un importo di 8.500,00 euro. Chiedo il rimborso secondo le tempistiche previste dalle procedure aziendali. Allego la documentazione a supporto della richiesta. Il problema è fastidioso, chiedo un controllo. Grazie per l'attenzione.",Amministrazione,media
743,Lentezza anomala della postazione,"Il PC assegnatomi si blocca completamente durante l'elaborazione dei dati di fine mese. Il reparto acquisti aspetta i report e io non riesco nemmeno ad aprire i file necessari. Serve una sostituzione o un intervento immediato. Allego lo screenshot dell'errore per facilitare la diagnosi. Il problema è grave, va risolto urgentemente.",Tecnico,alta
744,Problemi sincronizzazione email su l'applicativo HR,"Ogni tanto qualche email su il gestionale arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. Allego lo screenshot dell'errore per facilitare la diagnosi. Non c'è premura, il lavoro procede normalmente. Un saluto.",Tecnico,bassa
745,Errore busta paga novembre,Nel cedolino di agosto la voce 'indennità di trasferta' non è presente nonostante la trasferta fosse stata approvata. Immagino sia un ritardo nella registrazione. Chiedo solo conferma. Allego la documentazione a supporto della richiesta. Grazie per l'attenzione.,Amministrazione,bassa
746,Preventivo per telefoni VoIP richiesto da GreenTech S.p.A.,"Per un eventuale ordine futuro, il cliente principale ha chiesto un'indicazione di prezzo su server rack. Nessuna premura, stanno solo raccogliendo informazioni preliminari. Quando è comodo per voi, non c'è alcuna premura. Rimango in attesa, grazie.",Commerciale,media
747,Lentezza anomala della postazione,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. SAP GUI in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. Nessuna premura, è solo una segnalazione. Per qualsiasi chiarimento, sono disponibile.",Tecnico,bassa
748,Aggiornamento sulla spedizione #2024-0871,"Per completezza del mio report, vorrei sapere lo stato attuale dell'ordine #2024-0871. Non ci sono solleciti da parte del cliente. È una cosa di poco conto, da risolvere con calma. Ringrazio per la collaborazione.",Commerciale,bassa
749,Errore di calcolo nel piattaforma intranet,Ho notato un arrotondamento insolito nei calcoli del CRM. La differenza è di pochi centesimi e potrebbe essere normale. Segnalo per un eventuale verifica. I colleghi del logistica confermano lo stesso comportamento. Resto in attesa di aggiornamenti.,Tecnico,bassa
750,Problema con il sistema,Il sistema ERP dà un errore. È un'emergenza operativa,Amministrazione,alta
751,Annullamento ordine #FT-4471,"Per motivi interni, dobbiamo cancellare l'ordine #FT-4471 di MegaStore Italia. La merce non dovrebbe ancora essere spedita. Chiedo conferma dell'annullamento e informazioni sull'eventuale penale. Ho già verificato sul portale HR ma le informazioni sono incomplete. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,media
752,Il software non genera i report correttamente,"Ho notato che il CRM salva i report in un formato leggermente diverso dal solito. Non crea problemi ma lo segnalo. Non c'è premura, il lavoro procede normalmente. Resto a disposizione per chiarimenti.",Tecnico,bassa
753,Nota spese da liquidare,"Allego la nota spese relativa alla trasferta del 22 novembre per un importo di 430,75 euro. Chiedo il rimborso secondo le tempistiche previste dalle procedure aziendali. La questione è legata a obblighi normativi in scadenza. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Potete contattarmi al mio interno per approfondire.",Amministrazione,media
754,Preventivo per scanner documentali richiesto da Rossi S.r.l.,"Per un eventuale ordine futuro, GreenTech S.p.A. ha chiesto un'indicazione di prezzo su switch di rete. Nessuna premura, stanno solo raccogliendo informazioni preliminari. Grazie per l'attenzione.",Commerciale,bassa
755,Aggiornamento dati anagrafici nel sistema,Chiedo di aggiornare il mio indirizzo di residenza nel sistema aziendale. Il trasferimento è avvenuto il mese scorso e vorrei che i dati fossero allineati. La situazione non è grave ma conviene non rimandare troppo. Vi ringrazio anticipatamente.,Amministrazione,media
756,Anomalia nel cedolino paga di novembre,"Il cedolino di febbraio mostra una trattenuta anomala di 245,00 euro che non riconosco. L'importo netto accreditato è significativamente inferiore al dovuto e ho bisogno di chiarimenti immediati perché devo far fronte a pagamenti già programmati. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,alta
757,Fornitore lamenta ritardo,Il fornitore non ha ricevuto il pagamento della fattura #ORD-2287.,Amministrazione,alta
758,Verifica dati,"Potete verificare i dati della pratica #ORD-2287? Bassa priorità, non crea problemi operativi.",Tecnico,bassa
759,Ordine #FT-3392 senza copertura contabile,"Per la registrazione dell'ordine #2024-0871, mancano alcuni dati contabili. Non è prioritario. Il problema potrebbe avere impatti sulla operatività del reparto. Lo segnalo per completezza, non è nulla di importante. Grazie per l'attenzione.",Amministrazione,media
760,Nota di credito #2024-1093 non ricevuta,"Secondo gli accordi, la nota di credito per #2025-0112 doveva arrivare entro il 7 gennaio. Non è ancora pervenuta. Non è critico nell'immediato ma la contabilità la richiede per la riconciliazione. Vi ringrazio anticipatamente.",Amministrazione,media
761,Dati dei fornitori obsoleti nel sistema,"Noto che alcune anagrafiche dei fornitori nel sistema ERP hanno campi incompleti. Non crea problemi operativi ma sarebbe bene uniformare. Allego la documentazione a supporto della richiesta. Nessuna premura, è solo una segnalazione.",Amministrazione,bassa
762,Prezzi errati sul gestionale,"Il listino nel portale aziendale è fermo al mese scorso. I commerciali chiedono l'aggiornamento per poter quotare correttamente. Il problema sta impattando la generazione dei documenti contabili. Non è trascurabile, programmate un intervento.",Tecnico,bassa
763,Compatibilità servizi cloud con sistema del cliente,"MegaStore Italia chiede informazioni dettagliate su notebook aziendali, in particolare sulle specifiche di compatibilità. Sono in fase di valutazione e un riscontro tempestivo ci farebbe fare buona impressione. Il reparto vendite ha confermato la disponibilità tecnica. Sta peggiorando, meglio intervenire presto. Grazie in anticipo per il riscontro.",Commerciale,alta
764,Errore nel calcolo ferie residue sul portale,"Il conteggio delle ferie residue sul CRM non corrisponde ai miei calcoli. La differenza è di qualche giorno. Chiedo una verifica con i dati del foglio presenze. Il CRM registra correttamente il dato, il problema è nel contenuto. Ringrazio per la collaborazione.",Amministrazione,media
765,Errore durante la generazione documenti su piattaforma documentale,"Segnalo che il piattaforma intranet talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. La situazione sta creando ritardi sugli ordini in lavorazione. Non c'è premura, il lavoro procede normalmente. Ringrazio per la collaborazione.",Tecnico,bassa
766,Stampante Epson WorkForce non funzionante,"La HP LaserJet stampa solo parzialmente i documenti, tagliando la parte destra di ogni foglio. I contratti risultano illeggibili. Per ora invio i documenti via email ma non è sempre possibile. La situazione sta creando ritardi sugli ordini in lavorazione. Il problema è fastidioso, chiedo un controllo. Ringrazio per la collaborazione.",Tecnico,bassa
767,Accesso VPN bloccato da remoto,Non riesco a connettermi tramite VPN da stamattina e lavoro esclusivamente da remoto. Ricevo 'File non trovato' e non posso accedere a nessuna risorsa aziendale. Oggi ho una scadenza per la consegnga del progetto al direzione. Resto a disposizione per chiarimenti.,Tecnico,alta
768,Nota di credito #2024-1093 non ricevuta,"La nota di credito relativa alla fattura #FT-4471 doveva essere emessa entro il metà marzo ma non è ancora arrivata. Senza di essa non posso chiudere il bilancio trimestrale e la scadenza è lunedì prossimo. Allego la documentazione a supporto della richiesta. Urgentissimo, il blocco è totale. In attesa di un vostro riscontro.",Amministrazione,alta
769,Password scaduta su CRM,La password del sistama di ticketing è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. La situazione è gestibile ma andrebbe risolta nei prossimi giorni.,Tecnico,media
770,Problemi sincronizzazione email su Zoom,"Ogni tanto qualche email su il client VPN arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. Il problema sta impattando la generazione dei documenti contabili. Bassa priorità, non crea problemi operativi. Resto in attesa di aggiornamenti.",Tecnico,bassa
771,Anagrafica fornitori da aggiornare,"Le coordinate bancarie di l'azienda partner nel portale aziendale sono errate e un pagamento di 8.500,00 euro è stato respinto. Il fornitore ha già segnalato il mancato incasso e rischiamo penali per ritardato pagamento. Il problema potrebbe avere impatti sulla operatività del reparto. Priorità critica: ogni minuto perso ha un impatto diretto. Resto in attesa di aggiornamenti.",Amministrazione,media
772,Nota di credito #2024-1093 non ricevuta,"Secondo gli accordi, la nota di credito per #ORD-1145 doveva arrivare entro il 22 novembre. Non è ancora pervenuta. Non è critico nell'immediato ma la contabilità la richiede per la riconciliazione. Non è un'emergenza ma sarebbe opportuno intervenire a breve. Grazie per l'attenzione.",Amministrazione,media
773,Fattura bloccata dal sistema,Il piattaforma documentale non permette di registrare il documento #CNT-0033. Non è un'emergenza ma sarebbe opportuno intervenire a breve.,Tecnico,media
774,Accesso negato al piattaforma documentale: reset fallito,Le mie credenziali di accesso al CRM sono scadute e il reset non funziona. Non ricevo l'email con il link e senza accesso non posso elaborare i pagamenti dei fornitori in scadenza oggi. Grazie in anticipo per il riscontro.,Tecnico,alta
775,Segnalazione di MegaStore Italia su disservizio,"Un cliente ha menzionato di aver avuto qualche difficoltà con il nostro portale online. Non ha fatto un reclamo formale, lo riporto per conoscenza. Confidiamo in una risposta rapida per procedere con l'ordine. Non è un problema grave, solo una segnalazione preventiva. Per qualsiasi chiarimento, sono disponibile.",Commerciale,bassa
776,Segnalazione danni su consegna a Rossi S.r.l.,"Un articolo minore dell'ordine #PED-8821 è arrivato con un'ammaccatura superficiale. Il cliente il distributore regionale non ha chiesto sostituzione ma preferisco annotare l'accaduto. Confidiamo in una risposta rapida per procedere con l'ordine. Bassa priorità, non crea problemi operativi. Per qualsiasi chiarimento, sono disponibile.",Commerciale,bassa
777,Errore busta paga dicembre,"Nel cedolino di aprile la voce 'indennità di trasferta' non è presente nonostante la trasferta fosse stata approvata. Immagino sia un ritardo nella registrazione. Chiedo solo conferma. Lo segnalo per completezza, non è nulla di importante. Resto a disposizione per chiarimenti.",Amministrazione,media
778,Informazioni tecniche su notebook aziendali per Rossi S.r.l.,"Per completare il nostro catalogo interno, avrei bisogno delle schede tecniche aggiornate di tablet aziendali. Non ci sono richieste attive da parte dei clienti. La documentazione contrattuale è stata inviata al cliente. Grazie in anticipo per il riscontro.",Commerciale,bassa
779,Conteggio ferie errato nel CRM,"Noto una piccola differenza nel conteggio ferie sul applicativo interno rispetto a quanto mi aspettavo. Nessuna premura, potrebbe anche essere un mio errore di calcolo. Chiedo verifica quando possibile. il fornitore Bianchi ha fatto presente la stessa discrepanza. Quando è comodo per voi, non c'è alcuna premura. In attesa di un vostro riscontro.",Amministrazione,bassa
780,Impossibile caricare ordini nel gestionale,"Alcuni ordini non vengono caricati correttamente nel portale HR. Il problema è intermittente: su dieci tentativi circa tre falliscono con 'Servizio non disponibile'. Riesco a procedere riprovando ma è poco efficiente. Rimango in attesa, grazie.",Tecnico,media
781,Email aziendale non sincronizzata,La sincronizzazione email su il software di contabilità avviene con ritardi di diverse ore. I messaggi arrivano sul telefono in tempo reale ma sul client desktop sono in ritardo. Ho provato a contattare un collega senza risultato. La situazione non è grave ma conviene non rimandare troppo. Grazie per l'attenzione.,Tecnico,media
782,Preventivo per switch di rete richiesto da il fornitore Bianchi,"Per un eventuale ordine futuro, l'azienda partner ha chiesto un'indicazione di prezzo su switch di rete. Nessuna premura, stanno solo raccogliendo informazioni preliminari. Il reparto assistenza clienti è in copia per conoscenza. Lo segnalo per completezza, non è nulla di importante. Grazie per l'attenzione.",Commerciale,bassa
783,Cancellazione ordine #FT-4471 su richiesta,"l'azienda partner sta valutando se confermare o annullare l'ordine #FT-3392. Per ora è solo un'ipotesi. Vorrei sapere quali sarebbero le condizioni di annullamento nel caso. Stiamo valutando anche offerte alternative sul mercato. Non è prioritario, quando avete tempo.",Commerciale,bassa
784,Errore busta paga aprile,"Ho notato che le ore di straordinario nel cedolino di gennaio non corrispondono al foglio presenze. La differenza è di alcune ore. Non è drammatico ma vorrei la correzione prima del prossimo cedolino. Il sistema di ticketing registra correttamente il dato, il problema è nel contenuto. Vi ringrazio anticipatamente.",Amministrazione,media
785,Scadenza imminente del contratto #FT-3392,"Il contratto #ORD-1145 con il distributore regionale scade venerdì e non è ancora stato avviato il rinnovo. Se il contratto scade perdiamo le condizioni agevolate e il fornitore ha già comunicato che i prezzi aumenteranno. La questione è legata a obblighi normativi in scadenza. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,alta
786,Invio nuovo catalogo prezzi necessario,"MegaStore Italia deve chiudere un ordine importante entro fine mese ma il listino in suo possesso è datato 15 ottobre e i prezzi non sono più validi. Senza il listino aggiornato rischiamo di perdere l'ordine. È una situazione urgente e bloccante. Rimango in attesa, grazie.",Commerciale,alta
787,Posta in arrivo non aggiornata,"Le email non arrivano su il client VPN da stamattina. Ho verificato dal telefono e ci sono messaggi urgenti da MegaStore Italia e dal reparto assistenza clienti che necessitano risposta entro oggi. Ho già provato a riavviare il PC. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,alta
788,Offerta commerciale per tablet aziendali,"il distributore regionale ha richiesto un preventivo per server rack e ci ha dato come termine massimo lunedì prossimo. Se non rispondiamo entro la data indicata, hanno già un'offerta alternativa pronta da un concorrente. Il budget del cliente è già approvato e sono pronti a procedere. Resto a disposizione per chiarimenti.",Commerciale,alta
789,"Contratto #2024-1093 in scadenza, rinnovo necessario","Segnalo che il contratto #ORD-1145 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Il software gestionale registra correttamente il dato, il problema è nel contenuto. In attesa di un vostro riscontro.",Amministrazione,bassa
790,Lentezza anomala della postazione,"Ho notato un leggero calo di prestazioni del PC nelle ultime settimane. il software di contabilità in particolare impiega qualche secondo in più per aprirsi. Per ora non è un problema ma potrebbe peggiorare. Anche il distributore regionale ci ha contattato per un disservizio simile. Nessuna premura, è una richiesta informativa. Resto in attesa di aggiornamenti.",Tecnico,bassa
791,Richiesta rimborso per trasferta,"Ho presentato la nota spese per la trasferta del 3 novembre con un totale di 3.750,00 euro e non ho ancora ricevuto il rimborso. Sono passate tre settimane e l'importo è rilevante per il mio bilancio personale. Ho già sollecitato due volte via email. GreenTech S.p.A. ha fatto presente la stessa discrepanza. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,alta
792,Compatibilità stampanti multifunzione con sistema del cliente,"Rossi S.r.l. deve decidere entro 15 del mese prossimo e gli mancano le specifiche tecniche di server rack. Hanno provato a consultare il applicativo interno ma le informazioni non sono aggiornate. Se non rispondiamo oggi perdono la finestra di acquisto. La documentazione contrattuale è stata inviata al cliente. Urgentissimo, il blocco è totale. Per qualsiasi chiarimento, sono disponibile.",Commerciale,alta
793,Rete aziendale non raggiungibile,"Da qualche giorno noto una leggera lentezza nella connessoine di rete, soprattutto accedendo a piattaforma documentale. Non crea veri problemi ma volevo segnalarlo per un controllo preventivo. Il prblema è comparso dopo l'ultimo agiorrnamento di ssitema. Rimango in attesa, grazie.",Tecnico,bassa
794,Impossibile connettersi alla VPN,"Non riesco a connettermi tramite VPN da stamattina e lavoro esclusivamente da remoto. Ricevo 'Connessione rifiutata' e non posso accedere a nessuna risorsa aziendale. Oggi ho una scadenza per la consegna del progetto al contabilità. La situazione sta creando ritardi sugli ordini in lavorazione. Urgentissimo, il blocco è totale.",Tecnico,alta
795,Compatibilità switch di rete con sistema del cliente,"Per completare il nostro catalogo interno, avrei bisogno delle schede tecniche aggiornate di monitor 27 pollici. Non ci sono richieste attive da parte dei clienti. Il reparto risorse umane ha confermato la disponibilità tecnica. Se servono dettagli aggiuntivi, sono reperibile via email.",Commerciale,bassa
796,Richiesta sconto per ordine #FT-3392,"Per le prossime trattative con il cliente principale, vorrei capire fino a che percentuale di sconto possiamo arrivare. Nessuna trattativa aperta al momento. Il reparto marketing ha confermato la disponibilità tecnica. Nessuna premura, è una richiesta informativa. Rimango in attesa, grazie.",Commerciale,bassa
797,Errore nell'importo della fattura #FT-3392,"Ho riscontrato una discrepanza nell'importo della fattura #2025-0112: risulta 155,20 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. Non è trascurabile, programmate un intervento. Grazie in anticipo per il riscontro.",Amministrazione,media
798,Rimborso spese trasferta del mese scorso,"Devo ancora presentare la nota spese della trasferta del metà marzo. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. La questione è legata a obblighi normativi in scadenza. È una cosa di poco conto, da risolvere con calma.",Amministrazione,bassa
799,Dati dei fornitori obsoleti nel sistema,"Diversi dati anagrafici dei fornitori nel CRM non sono aggiornati: indirizzi, PEC, codici fiscali. Questo crea problemi nella generazione automatica dei documenti. Chiedo un ciclo di aggiornamento. Allego la documentazione a supporto della richiesta. Riesco a procedere ma con difficoltà, andrebbe risolto a breve. Grazie in anticipo per il riscontro.",Amministrazione,alta
800,Errore di calcolo nel sistama di ticketing,Ho notato un arrotondamento insolito nei calcoli del software gestionale. La differenza è di pochi centesimi e potrebbe essere normale. Segnalo per un eventuale verifica. Il problema è comparso dopo l'ultimo aggiornamento di sistema. In attesa di un vostro riscontro.,Tecnico,bassa
801,Cedolino gennaio da verificare,"Ho notato che le ore di straordinario nel cedolino di marzo non corrispondono al foglio presenze. La differenza è di alcune ore. Non è drammatico ma vorrei la correzione prima del prossimo cedolino. Ho verificato anche con il reparto direzione e confermano l'anomalia. Il problema è fastidioso, chiedo un controllo.",Amministrazione,media
802,Errore nell'importo della fattura #ORD-1145,"Ho riscontrato una discrepanza nell'importo della fattura #FT-4471: risulta 990,00 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. MegaStore Italia ha fatto presente la stessa discrepanza. La situazione è gestibile ma andrebbe risolta nei prossimi giorni. Grazie in anticipo per il riscontro.",Amministrazione,media
803,Segnalazione danni su consegna a il cliente principale,"Un articolo minore dell'ordine #ORD-1145 è arrivato con un'ammaccatura superficiale. Il cliente il fornitore Bianchi non ha chiesto sostituzione ma preferisco annotare l'accaduto. Lo segnalo per completezza, non è nulla di importante. Resto a disposizione per chiarimenti.",Commerciale,bassa
804,Conteggio ferie errato nel CRM,"Il conteggio delle ferie residue sul portale aziendale non corrisponde ai miei calcoli. La differenza è di qualche giorno. Chiedo una verifica con i dati del foglio presenze. Non è trascurabile, programmate un intervento. Resto a disposizione per chiarimenti.",Amministrazione,media
805,Aggiornamento dati anagrafici nel sistema,Devo aggiornare urgentemente il mio indirizzo di residenza nel sistema perché la corrispondenza aziendale viene recapitata all'indirizzo vecchio. Ho già perso una comunicazione importante dal reparto contabilità. Resto a disposizione per chiarimenti.,Amministrazione,alta
806,Password scaduta su sistema di ticketing,"Mi è arrivato l'avviso che la password del applicativo interno scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Il problema sta impattando la generazione dei documenti contabili. Quando avete modo di verificare, con calma. Grazie in anticipo per il riscontro.",Tecnico,bassa
807,Problemi sincronizzazione email su Microsoft Office,"Le email non arrivano su Zoom da stamattina. Ho verificato dal telefono e ci sono messaggi urgenti da il cliente principale e dal reparto acquisti che necessitano risposta entro oggi. Ho già provato a disabilitare il firewall. Allego lo screenshot dell'errore per facilitare la diagnosi. È un problama critico, urgente. Potete contattarmi al mio interno per approfondire.",Tecnico,alta
808,Errore busta paga settembre,"Nel cedolino di aprile la voce 'indennità di trasferta' non è presente nonostante la trasferta fosse stata approvata. Immagino sia un ritardo nella registrazione. Chiedo solo conferma. Il applicativo interno registra correttamente il dato, il problema è nel contenuto. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,bassa
809,Aggiornamento sulla spedizione #2025-0112,"Per completezza del mio report, vorrei sapere lo stato attuale dell'ordine #FT-4471. Non ci sono solleciti da parte del cliente. Ho già verificato sul CRM ma le informazioni sono incomplete. Non è un problema grave, solo una segnalazione preventiva. In attesa di un vostro riscontro.",Commerciale,bassa
810,Stampante Brother HL non funzionante,La qualità di stampa della la multifunzione del piano è peggiorata: le pagine escono con righe orizzontali chiare. Non è prioritario ma per i documenti ufficiali la presentazione non è accettabile. Il reparto vendite ha segnalato lo stesso problema. Cordiali saluti.,Tecnico,bassa
811,Blocco emissione documenti dal gestionale SAP,"Da stamattina il sistama di ticketing non permette di generare alcun documento. L'intero reparto acquisti è bloccato, abbiamo decine di pratiche in scadenza oggi e il messaggio di errore è 'Memoria insufficiente'. Ho già provato a riavviare il PC senza alcun risultato. Il reparto vendite ha segnalato lo stesso problama. È un'emergenza operativa. Resto in attesa di aggiornamenti.",Tecnico,alta
812,Segnalazione,Segnalo un problama con SAP GUI.,Commerciale,media
813,Password scaduta su sistema di ticketing,"La password del piattaforma documentale è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. Il problema è fastidioso, chiedo un controllo. Cordiali saluti.",Tecnico,media
814,Problema con il sistema,Il portale aziendale dà un errore. Priorità critica: ogni minuto perso ha un impatto diretto.,Commerciale,alta
815,Mancata esecuzione del backup,"Il backup automatico non viene eseguito da tre giorni e ieri il server ha mostrato segni di instabilità. Se il disco dovesse cedere, perderemmo tutti i dati contabili e contrattuali del trimestre. L'errore nei log è 'Connessione rifiutata'. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Urgentissimo, il blocco è totale. Resto in attesa di aggiornamenti.",Tecnico,alta
816,Errore nel sistema di backup,"Il backup automatico non viene eseguito da tre giorni e ieri il server ha mostrato segni di instabilità. Se il disco dovesse cedere, perderemmo tutti i dati contabili e contrattuali del trimestre. L'errore nei log è 'Credenziali non valide'. La situazione sta creando ritardi sugli ordini in lavorazione. È un problema critico, urgente. Resto in attesa di aggiornamenti.",Tecnico,alta
817,Modifica dati personali,"Segnalo che il mio numero di telefono nel sistema aziendale non è aggiornato. Non crea problemi operativi ma vorrei correggerlo per uniformità. il distributore regionale ha fatto presente la stessa discrepanza. Quando avete modo di verificare, con calma. Grazie per l'attenzione.",Amministrazione,bassa
818,Rimborso spese trasferta del mese scorso,"Devo ancora presentare la nota spese della trasferta del mese scorso. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. Non è un problema grave, solo una segnalazione preventiva. Un saluto.",Amministrazione,bassa
819,Stato dell'ordine #FT-4471,"L'ordine #2024-0654 doveva essere consegnato il 12 dicembre a lo studio Verdi, che ha già minacciato di annullare se non riceve la merce entro entro 48 ore. Il cliente rappresenta una quota significativa del nostro fatturato. Massima priorità, la situazione è insostenibile. Un saluto.",Commerciale,alta
820,Impossibile stampare su Brother HL,"La Canon iR stampa solo parzialmente i documenti, tagliando la parte destra di ogni foglio. I contratti risultano illeggibili. Per ora invio i documenti via email ma non è sempre possibile. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Sta peggiorando, meglio intervenire presto. Cordiali saluti.",Tecnico,media
821,Errore nel caricamento ordini su CRM,Alcuni ordini non vengono caricati correttamente nel software gestionale. Il problama è intermittente: su dieci tentativi circa tre falliscono con 'Sessione scaduta'. Riesco a procedere riprovando ma è poco efficiente. Il problema sta impattando la generazione dei documenti contabili. Vorrei una risoluzione entro la settimana se possibile. Un saluto.,Tecnico,media
822,acesso VPN bloccato da remoto,"La VPN funziona ma la connessione è più lenta del solito, soprattutto accedendo a applicativo interno. Non è un problema grave perché vado in ufficio quasi tutti i giorni, ma nei giorni di smart working è percepibile. Anche il fornitore Bianchi ci ha contattato per un disservizio simile. Per qualsiasi chiarimento, sono disponibile.",Tecnico,bassa
823,Brother HL non risponde ai comandi,"La qualità di stampa della Epson WorkForce è peggiorata: le pagine escono con righe orizzontali chiare. Non è prioritario ma per i documenti ufficiali la presentazione non è accettabile. Quando è comodo per voi, non c'è alcuna premura. Vi ringrazio anticipatamente.",Tecnico,media
824,Ordine senza fattura,L'ordine #FT-4471 è stato spedito ma manca la fattura. Non è un'emergenza ma sarebbe opportuno intervenire a breve.,Amministrazione,media
825,Modifica dati personali,"Devo aggiornare urgentemente il mio indirizzo di residenza nel sistama perché la corrispondenza aziendale viene recapitata all'indirizzo vecchio. Ho già perso una comunicazione importante dal reparto vendite. La questione è legata a obblighi normativi in scadenza. Per qualsiasi chiarimento, sono disponibile.",Amministrazione,alta
826,Backup automatico non eseguito,"Segnalo che il report del backup notturno di sistema ERP mostra un avviso di tipo informativo. Il backup risulta completato ma con un tempo superiore alla media. Nessun dato sembra compromesso. La situazione sta creando ritardi sugli ordini in lavorazione. Nessuna premura, è una richiesta informativa. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,bassa
827,Sistema lento,"Il software gestionale è molto lento oggi. Quando avete modo di verificare, con calma.",Tecnico,bassa
828,Il sistema di ticketing non permette di generare documenti,"Segnalo che il piattaforma documentale talvolta mostra un avviso durante la generazione dei documenti. Non impedisce il lavoro e il documento viene prodotto regolarmente, ma vorrei capire la causa dell'avviso. I colleghi del vendite confermano lo stesso comportamento. Non è un problama grave, solo una segnalazione preventiva. Grazie per l'attenzione.",Tecnico,bassa
829,Contratto con errori,Il contratto generato dal piattaforma documentale ha dati sbagliati del cliente. La situazione è gestibile ma andrebbe risolta nei prossimi giorni.,Commerciale,media
830,Condizioni di pagamento per il cliente principale,"Per mia informazione, quali sono le condizioni di pagamento standard che offriamo ai nuovi clienti per switch di rete? Sto preparando una presentazione commerciale generica. Non è prioritario, quando avete tempo. Potete contattarmi al mio interno per approfondire.",Commerciale,bassa
831,Listino prezzi non aggiornato nel sistema di ticketing,Il listino nel piattaforma intranet è fermo al mese scorso. I commerciali chiedono l'aggiornamento per poter quotare correttamente. Vorrei una risoluzione entro la settimana se possibile. Grazie per l'attenzione.,Tecnico,media
